-3.451517601125953405e+00,-4.802141457571162064e+00,-5.072931088377472975e+00
-3.156628487395245930e+00,-4.041836152794783033e+00,-3.735623823663071885e+00
-3.118294676805347443e+00,-3.474819299191305166e+00,-2.854756211457391224e+00
-3.085776252776352369e+00,-3.073863053528598677e+00,-2.376778125494121152e+00
-2.911232673987564468e+00,-2.763967580316172512e+00,-2.155124619513182349e+00
-2.574012651331833990e+00,-2.455272260375174653e+00,-2.012773872067167957e+00
-2.121942721355664307e+00,-2.074520494131729453e+00,-1.802022019976674327e+00
-1.608497266484300248e+00,-1.593146825124519994e+00,-1.448919202938862227e+00
-1.070390677207245345e+00,-1.037686619182754955e+00,-9.668155765831381032e-01
-5.390234572691685599e-01,-4.735142455333000711e-01,-4.323319469907839774e-01
-5.324587684768789658e-02,2.813085220277998857e-02,6.202671781134321688e-02
-1.596726666708292797e+01,-1.660375747316072292e+01,-1.970291543882579077e+01
-1.545761644715174121e+01,-1.467374865634349490e+01,-1.295210027955507925e+01
-1.620836521785863127e+01,-1.389751023848323186e+01,-8.682733257904738267e+00
-1.828324532512389311e+01,-1.487782910621238130e+01,-8.667082311230018377e+00
-2.082516624535322691e+01,-1.720616537240301724e+01,-1.241309710802762467e+01
-2.251291186950834700e+01,-1.969646893721474612e+01,-1.759310636817929208e+01
-2.224986924093997942e+01,-2.100601443476224262e+01,-2.144214656941822028e+01
-1.972973856051079977e+01,-2.033343028982118739e+01,-2.223637546982296698e+01
-1.557732974621677080e+01,-1.779356449982894617e+01,-1.997766371436854982e+01
-1.100156063471181156e+01,-1.425094351901895706e+01,-1.601114309009107117e+01
-7.199007029861396845e+00,-1.077970643039583187e+01,-1.202714635337026827e+01
-4.867875598014491878e+00,-8.151686273125344329e+00,-9.176520871427509718e+00
-4.053948601597123336e+00,-6.627786882002462576e+00,-7.739008811155521528e+00
-4.308865534320784896e+00,-6.035112275027795015e+00,-7.309904459967467183e+00
-4.989084003571361947e+00,-5.960951869211508658e+00,-7.212660480826872167e+00
-5.521336950785355135e+00,-5.942426960189606255e+00,-6.870535317652230134e+00
-5.550331213312008849e+00,-5.619722968758022574e+00,-6.009912556423371299e+00
-4.975235521057524757e+00,-4.839578050045567181e+00,-4.680953254115955531e+00
-3.914144365258056091e+00,-3.677657465740333809e+00,-3.143945522865327913e+00
-2.621564937141425577e+00,-2.365124486371692480e+00,-1.702329813159221050e+00
-7.536578935306255111e+00,-8.207363941405990460e+00,-1.322590581308043056e+01
-6.145799329632024133e+00,-6.555310773940203894e+00,-6.245957293329858828e+00
-4.965778709342290931e+00,-5.154172520437376726e+00,-8.825094969981663873e-01
-4.667262269082329773e+00,-4.605453522594126881e+00,7.539288418737941644e-01
-5.486573775096666772e+00,-5.098315255004393975e+00,-1.412320537942653775e+00
-7.141310803772526583e+00,-6.381301982403483564e+00,-5.564916861549079385e+00
-8.995385837630598402e+00,-7.899961944701051841e+00,-9.231554296289793626e+00
-1.037067766580257100e+01,-9.039686734359166920e+00,-1.072126424168629022e+01
-1.083940729944478321e+01,-9.382780972699842792e+00,-9.851788822421003289e+00
-1.035599557537183202e+01,-8.862393521669106988e+00,-7.657956294051005308e+00
-9.190607471645579452e+00,-7.734527378179248736e+00,-5.478554549527880901e+00
-7.740000192872553697e+00,-6.398248008190559943e+00,-4.120365402707829361e+00
-6.338019178059916214e+00,-5.187213157081782100e+00,-3.579398590790445756e+00
-5.153204778176341705e+00,-4.250415076678321746e+00,-3.331965051870966033e+00
-4.191142930629962571e+00,-3.555492796613656914e+00,-2.852919174281982162e+00
-3.365575486957828044e+00,-2.971685931525932300e+00,-1.969534541621524415e+00
-2.583975340398354525e+00,-2.370000055872289568e+00,-8.740154857868810412e-01
-1.804544011395900371e+00,-1.694224896346598230e+00,1.070445243938471791e-01
-1.047792695421166487e+00,-9.781144936613465068e-01,7.551614269099878873e-01
-3.713042835987160339e-01,-3.097143845413585783e-01,1.050907616001337752e+00
1.180379945725765767e-01,3.123745864773102565e-01,-1.089632105126715489e+00
-7.007032972458776543e-02,1.980548040944075661e-01,-1.351562459521032711e+00
-3.253249085377337702e-01,5.662998099700872374e-03,-1.689869819759103109e+00
-6.532413627111406385e-01,-3.021361515743248294e-01,-1.997649340007381591e+00
-1.012425807060173044e+00,-7.166044823945626474e-01,-2.035129922532044944e+00
-1.328111231985773522e+00,-1.165824339658063868e+00,-1.582327254313334208e+00
-1.528759264751466507e+00,-1.528275651698963955e+00,-6.261891436668699518e-01
-1.576938710442411518e+00,-1.679167662113718595e+00,5.720949515114728268e-01
-1.472664567184247764e+00,-1.550081885916927416e+00,1.597180259944813052e+00
-1.234889237378432592e+00,-1.166788758418151550e+00,2.109110983679341800e+00
-8.865111938323962937e-01,-6.377040574388969096e-01,2.026437038359465426e+00
-4.582569771557268301e-01,-9.832433193276345074e-02,1.549084040150552344e+00
8.960148644853963441e-04,3.502852511175705286e-01,1.019938681069376907e+00
4.290968976572955840e-01,6.700662571680638946e-01,7.231400649902995914e-01
7.744538870230454064e-01,8.739398802970603786e-01,7.457227390411982348e-01
1.014204371416580930e+00,9.952867904862968684e-01,9.769077706224696955e-01
1.153987743747955985e+00,1.063928301999389259e+00,1.222629585686365372e+00
1.213577998370588995e+00,1.097796796764023197e+00,1.340728794462648477e+00
1.215245168158055389e+00,1.105969586988193809e+00,1.306394601759047092e+00
1.180635428136618037e+00,1.095039750288868019e+00,1.185635371803439364e+00
